item_name,supplier_name,quantity,price_per_unit,total_amount,amount_before_vat,purchase_date,invoice_no,notes,category,sheet_category,discount_pct,pur_id
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 S PETER 200 ลิตร (150 kg.) -- ถังเหล็ก,ไทยนคร,1,8025,8025,,2568-02-20,INV25020938,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,119
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 S PETER 200 ลิตร (150 kg.) -- ถังเหล็ก,ไทยนคร,1,7500,8025,,2568-04-28,INV25040979,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,120
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 3D 150 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,7400,7918,,2568-06-04,IV6806026,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,121
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 3D 150 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,7400,7918,7400.0,2568-07-02,IV6807034,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,122
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 3D 150 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,7400,7918,7400.0,2568-07-31,IV6807220,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,123
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 3D 150 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,7400,7918,7400.0,2568-09-25,IV6809181,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,124
ทินเนอร์ อะคริลิค (ลูไซด์) 3602 3D 150 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,7400,7918,7400.0,2568-11-07,IV6811058,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,125
ทินเนอร์ 2K -- ใช้แล้วมีปัญหา,เอ็มแอนด์บี ,1,10000,10700,,2561-05-29,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,126
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2562-04-22,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,127
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2562-07-01,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,128
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2562-08-08,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,129
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-01-29,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,130
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-03-03,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,131
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-04-07,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,132
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-05-08,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,133
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-06-17,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,134
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-09-08,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,135
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-10-15,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,136
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2563-11-26,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,137
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2564-01-12,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,138
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2564-03-02,,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,139
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2564-06-05,IV6406/0342,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,140
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,11500,11500,,2564-07-07,IV6407/0408,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,141
ทินเนอร์แห้งช้า 2K D500 9/399 (A8),ทรัพย์สิน,1,10000,10000,,2564-09-22,IV6409286,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,142
ทินเนอร์แห้งช้า 2K D500 9/399 (A8),ทรัพย์สิน,1,10000,10000,,2564-10-26,IV6410365,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,143
ทินเนอร์แห้งช้า 2K D500 9/399 (A8),ทรัพย์สิน,1,10000,10000,,2564-11-23,IV6411321,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,144
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12600,12600,,2565-02-16,INV22020634,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,145
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12600,12600,,2565-03-25,INV22031033,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,146
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-05-03,INV22050028,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,147
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-06-13,INV22060461,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,148
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-06-23,INV22060914,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,149
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-08-20,INV22080756,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,150
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-10-20,INV22100716,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,151
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2565-12-22,INV22120804,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,152
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-02-03,INV23020087,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,153
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-03-17,INV23030628,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,154
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-05-04,INV23050155,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,155
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-06-12,INV23060429,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,156
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-07-10,INV23070398,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,157
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-08-15,INV23080494,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,158
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-09-11,INV23090410,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,159
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-11-11,INV23110457,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,160
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12750,12750,,2566-12-22,INV23120895,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,161
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-02-16,INV24020637,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,162
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-03-20,INV24030847,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,163
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-04-23,INV24040704,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,164
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-06-17,INV24060638,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,165
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-07-15,INV24070640,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,166
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,1,12500,12500,,2567-08-19,INV24080732,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,167
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg.,ไทยนคร,2,12500,25000,,2567-09-23,INV24090928,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,168
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg. (165ลิตร),ไทยนคร,1,12750,12750,,2567-11-22,INV24110947,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,169
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg. (165ลิตร),ไทยนคร,1,12750,12750,,2568-01-09,INV25010305,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,170
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg. (165ลิตร),ไทยนคร,1,13642.5,13642.5,,2568-02-20,INV25020938,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,171
ทินเนอร์แห้งช้า 2K D500 LEZZON 150 kg. (165ลิตร),ไทยนคร,1,12750,13642.5,,2568-04-28,INV25040979,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,172
ทินเนอร์แห้งช้า 2K AV (D500) 160 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,10500,11235,,2568-06-04,IV6806026,ราคารวม VAT แล้ว,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,,173
ทินเนอร์แห้งช้า 2K AV (D500) 160 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,10500,11235,10500.0,2568-07-02,IV6807034,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,174
ทินเนอร์แห้งช้า 2K AV (D500) 160 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,10500,11235,10500.0,2568-07-31,IV6807220,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,175
ทินเนอร์แห้งช้า 2K AV (D500) 160 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,2,10500,22470,21000.0,2568-09-25,IV6809181,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,176
ทินเนอร์แห้งช้า 2K AV (D500) 160 kg. (NETไม่รวมถัง),บจก. วีที คัลเลอร์ โปร,1,10500,11235,10500.0,2568-11-07,IV6811058,,"** เมื่อ 23/6/65 ไทยนครแจ้ง 6,100+7%",งานสี,0.07,177
ทินเนอร์แห้งช้า 2K D500 LEZZON แบบปี๊บ 12 kg.,ไทยนคร,10,1200,12000,,2565-11-15,INV22110536,,สั่งเพราะแบบถัง ของขาด,งานสี,,178
ทินเนอร์แห้งช้า SIKKENS SLOW (5L.),ทรัพย์สิน,1,1240,1240,,2564-09-28,IV6409065,,สั่งเพราะแบบถัง ของขาด,งานสี,,179
ทินเนอร์ 2K BRM 3860S ขนาด 3.5 ลิตร,บจก. วีที คัลเลอร์ โปร,12,520,6240,,2565-08-02,IV116-65,ราคาที่ลง ยังไม่รวมภาษี,1ลัง = 6กล.,งานสี,,180
ทินเนอร์ 2K BRM 3860S ขนาด 3.5 ลิตร,บจก. วีที คัลเลอร์ โปร,6,520,3120,,2565-09-07,IV167-65,ราคาที่ลง ยังไม่รวมภาษี,1ลัง = 6กล.,งานสี,,181
ทินเนอร์ 2K BRM 3860S ขนาด 3.5 ลิตร,บจก. วีที คัลเลอร์ โปร,12,520,6240,,2565-09-20,IV183-65,ราคาที่ลง ยังไม่รวมภาษี,1ลัง = 6กล.,งานสี,,182
ทินเนอร์ 2K BRM 3860S ขนาด 3.5 ลิตร,บจก. วีที คัลเลอร์ โปร,18,520,9360,,2565-10-25,IV227-65,ราคาที่ลง ยังไม่รวมภาษี,1ลัง = 6กล.,งานสี,,183
