date,supplier,total,invoice,notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,ร้านจิตต์ อะไหล่ Due 1 - 30/4/2568,234974.51,,โอน 6/6/68,,,,
,ร้านศรีสยาม อะไหล่ Due 1 - 30/4/2568,99340.81,,โอน 6/6/68,,,,
,ร้านโสภา,3900,,โอน 19/5/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-05-06,บจก. วีที คัลเลอร์ โปร,7704,IV6805049,โอน 11/8/68,ลงคอมพ์แล้ว,,,
2568-05-19,บจก. วีที คัลเลอร์ โปร,3466.8,IV6805132,โอน 11/8/68,ลงคอมพ์แล้ว,,,246945.3
2568-05-21,บจก. วีที คัลเลอร์ โปร,226786.5,IV6805147,โอน 11/8/68,ลงคอมพ์แล้ว,,,
2568-05-26,บจก. วีที คัลเลอร์ โปร,8988,IV6805173,โอน 11/8/68,ลงคอมพ์แล้ว,,,
2568-05-21,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,51360,PB2025050032,โอน 4/8/68,ลงคอมพ์แล้ว,,,
2568-05-07,ทาเลนท์อินเตอร์เทรด ** คืนถังเปล่า 6ใบ / ใบละ 200 บาท,11000,IV6807239,โอน 17/8/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,51330,,โอน 5/6/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 5/2568,289753.15,,โอน 12/7/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 5/2568,92208.39,,โอน 12/7/68,,,,
,ร้านโสภา,3800,,โอน 5/10/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-06-02,ทาเลนท์อินเตอร์เทรด,1592.16,IV6808617,โอน 5/10/68,ลงคอมพ์แล้ว,,,21510.21
2568-06-07,ทาเลนท์อินเตอร์เทรด,6682.15,IV6809132,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-06-19,ทาเลนท์อินเตอร์เทรด,3477.5,IV6809791,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-06-25,ทาเลนท์อินเตอร์เทรด,9758.4,IV6810093,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-06-04,บจก. วีที คัลเลอร์ โปร,19153,IV6806026,,ลงคอมพ์แล้ว,,,
2568-06-10,บจก. วีที คัลเลอร์ โปร,11556,IV6806061,,ลงคอมพ์แล้ว,,,
2568-06-13,บจก. วีที คัลเลอร์ โปร,27916.3,IV6806091,,ลงคอมพ์แล้ว,,,
2568-06-25,บจก. วีที คัลเลอร์ โปร,11085.2,IV6806162,,ลงคอมพ์แล้ว,,,
2568-06-26,บจก. วีที คัลเลอร์ โปร,222346,IV6806175,,ลงคอมพ์แล้ว,,,
2568-06-27,บจก. วีที คัลเลอร์ โปร,7704,IV6806182,,ลงคอมพ์แล้ว,,,
2568-06-12,บจก. วีที คัลเลอร์ โปร -- หักคืนถังเปล่า จำนวน 7ใบ,-1498,IV6806026,,ลงคอมพ์แล้ว,,,
2568-06-07,ไทยนครพัฒนา,877.4,INV25060323,โอน 3/9/68,ลงคอมพ์แล้ว,,,
2568-06-07,ออโต้เทรด มาร์เก็ตติ้ง ,31327.46,IV1466221,โอน 7/7/68,ลงคอมพ์แล้ว,,,
2568-06-16,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,62060,PB2025060025,โอน 17/8/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,32680,,โอน 3/7/68,,,,
2568-06-20,ค่ากิ๊บน๊อต / ร้าน 55 กิ๊บน๊อต,1600,,โอน 20/6/68,ลงคอมพ์แล้ว,,,
,ร้านจิตต์ อะไหล่ เดือน 6/2568,181800,,โอน 11/8/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 6/2568,147017,,โอน 11/8/68,,,,
,ร้านโสภา,5700,,โอน 5/10/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-07-22,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,23540,PB2025070040,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-02,ทาเลนท์อินเตอร์เทรด,11000,IV6810575,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-18,ทาเลนท์อินเตอร์เทรด,4930.56,IV6811579,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-23,ทาเลนท์อินเตอร์เทรด,11000,IV6811846,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-02,บจก. วีที คัลเลอร์ โปร,19153,IV6807034,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-18,บจก. วีที คัลเลอร์ โปร,2311.2,IV6807145,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-21,บจก. วีที คัลเลอร์ โปร,17601.5,IV6807158,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-21,บจก. วีที คัลเลอร์ โปร,9276.9,IV6807163,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-23,บจก. วีที คัลเลอร์ โปร,100847.5,IV6807180,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-24,บจก. วีที คัลเลอร์ โปร,22042,IV6807194,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-07-31,บจก. วีที คัลเลอร์ โปร,19153,IV6807220,โอน 5/10/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,53110,,โอน 4/8/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 7/2568,300813.86,,โอน 11/9/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 7/2568,127830,,โอน 11/9/68,,,,
,ร้านโสภา,6600,,โอน 5/10/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-08-02,ทาเลนท์อินเตอร์เทรด,834.6,IV6812358,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-08-13,ทาเลนท์อินเตอร์เทรด,5500,IV6813011,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-08-15,ทาเลนท์อินเตอร์เทรด,2953.2,IV6813173,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-08-28,ออโต้เทรด มาร์เก็ตติ้ง ,6355.8,IV1470081,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-08-02,บจก. วีที คัลเลอร์ โปร -- ใบลดหนี้ ค่าคืนถัง 2ใบ,-428,CN6808001,โอน 7/11/68,ลงคอมพ์แล้ว,,,
2568-08-13,บจก. วีที คัลเลอร์ โปร,38841,IV6808072,โอน 7/11/68,ลงคอมพ์แล้ว,,,
2568-08-19,บจก. วีที คัลเลอร์ โปร,88146.6,IV6808112,โอน 7/11/68,ลงคอมพ์แล้ว,,,
2568-08-23,บจก. วีที คัลเลอร์ โปร,72064.5,IV6808151,โอน 7/11/68,ลงคอมพ์แล้ว,,,
2568-08-23,บจก. วีที คัลเลอร์ โปร,1444.5,IV6808154,โอน 7/11/68,ลงคอมพ์แล้ว,,,
2568-08-29,บจก. วีที คัลเลอร์ โปร,2996,IV6808186,โอน 7/11/68,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,37910,,โอน 8/9/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 8/2568,380516.25,,โอน 5/10/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 8/2568,123798.57,,โอน 5/10/68,,,,
,ร้านโสภา,2600,,โอน 5/10/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-09-10,ทาเลนท์อินเตอร์เทรด,11000,IV6814666,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-11,ทาเลนท์อินเตอร์เทรด,2953.2,IV6814709,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-17,ทาเลนท์อินเตอร์เทรด,4483.3,IV6815079,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-17,ห้างหุ้นส่วนจำกัด พี.บี. เพ้นต์,3595.2,PB2025090039,โอน 5/10/68,ลงคอมพ์แล้ว,,,
2568-09-02,บจก. วีที คัลเลอร์ โปร,35930.6,IV6809023,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-11,บจก. วีที คัลเลอร์ โปร,9501.6,IV6809080,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-12,บจก. วีที คัลเลอร์ โปร,1540.8,IV6809085,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-12,บจก. วีที คัลเลอร์ โปร,29853,IV6809088,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-12,บจก. วีที คัลเลอร์ โปร -- ใบลดหนี้ คืนฮาร์ดเดนเนอร์ HYBRID PREMIUM 4:1 จำนวน 2กป.,-941.6,CN6809002,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-17,บจก. วีที คัลเลอร์ โปร,152154,IV6809124,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-25,บจก. วีที คัลเลอร์ โปร,30388,IV6809181,โอน 4/12/68,ลงคอมพ์แล้ว,,,
2568-09-13,ค่ากิ๊บน๊อต / ร้าน 55 กิ๊บน๊อต,6800,,โอน 19/9/68,ไม่ลงคอมพ์,,,
2568-09-13,กิ๊บน๊อต / ร้านต้นคิด   ,1550,,โอน 19/9/68,ไม่ลงคอมพ์,,,
,ร้านเจ๊แอน,37200,,โอน 5/10/68,,,,
,ร้านโสภา,4000,,โอน 5/10/68,,,,
,ร้านตั้มปากซอย,37700,,โอน 29/9/68,,,,
2568-09-22,ร้านตั้มปากซอย,13000,,โอน 22/9/68,,,,
2568-09-29,ร้านตั้มปากซอย,3000,,โอน 11/10/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 9/2568,186484.54,,โอน 11/11/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 9/2568,107477.07,,โอน 11/11/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-10-01,บจก. วีที คัลเลอร์ โปร,64414,IV6810015,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-02,บจก. วีที คัลเลอร์ โปร,8988,IV6810023,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-06,บจก. วีที คัลเลอร์ โปร,1926,IV6810042,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-11,บจก. วีที คัลเลอร์ โปร,8988,IV6810077,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-11,บจก. วีที คัลเลอร์ โปร,11556,IV6810079,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-14,บจก. วีที คัลเลอร์ โปร,5992,IV6810085,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-16,บจก. วีที คัลเลอร์ โปร,47187,IV6810110,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-18,บจก. วีที คัลเลอร์ โปร,8731.2,IV6810120,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-24,บจก. วีที คัลเลอร์ โปร,10272,IV6810152,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-27,บจก. วีที คัลเลอร์ โปร,2996,IV6810167,โอน 4/1/69,ลงคอมพ์แล้ว,,,
2568-10-24,ออโต้เทรด มาร์เก็ตติ้ง ,26429,IV1472726,โอน 16/11/68,ลงคอมพ์แล้ว,,,
2568-10-10,ทาเลนท์อินเตอร์เทรด,11000,IV6816495,โอน 6/2/69,ลงคอมพ์แล้ว,,,12129.92
2568-10-16,ทาเลนท์อินเตอร์เทรด,1129.92,IV6816789,โอน 6/2/69,ลงคอมพ์แล้ว,,,
,ร้านตั้มปากซอย,26400,,โอน 11/10/68,,,,
,ร้านตั้มปากซอย,18800,,โอน 29/10/68,,,,
,ร้านเจ๊แอน,33410,,โอน 3/11/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 10/2568,218516.89,,โอน 4/12/68,,,,
,ร้านศรีสยาม อะไหล่ เดือน 10/2568,83788.79,,โอน 4/12/68,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-11-03,บจก. วีที คัลเลอร์ โปร,111975.5,IV6811023,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-04,บจก. วีที คัลเลอร์ โปร,3659.4,IV6811032,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-07,บจก. วีที คัลเลอร์ โปร,19153,IV6811058,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-14,บจก. วีที คัลเลอร์ โปร,9244.8,IV6811111,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-26,บจก. วีที คัลเลอร์ โปร,32100,IV6811186,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-26,บจก. วีที คัลเลอร์ โปร,57619.5,IV6811188,โอน 6/2/69,ลงคอมพ์แล้ว,,,
2568-11-05,ทาเลนท์อินเตอร์เทรด,11000,IV6818042,โอน 27/2/69,ลงคอมพ์แล้ว,,,
2568-11-18,ทาเลนท์อินเตอร์เทรด,4675.9,IV6818818,โอน 27/2/69,ลงคอมพ์แล้ว,,,
2568-11-21,ทาเลนท์อินเตอร์เทรด,1230.5,IV6819012,โอน 27/2/69,ลงคอมพ์แล้ว,,,
2568-11-27,ทาเลนท์อินเตอร์เทรด,11000,IV6819324,โอน 27/2/69,ลงคอมพ์แล้ว,,,
2568-11-27,ทาเลนท์อินเตอร์เทรด,2884.72,IV6819334,โอน 27/2/69,ลงคอมพ์แล้ว,,,
,ร้านตั้มปากซอย,25300,,โอน 9/11/68,,,,
,ร้านเจ๊แอน,28400,,โอน 3/12/68,,,,
,ร้านจิตต์ อะไหล่ เดือน 11/2568,272780.35,,โอน 3/1/69,,,,
,ร้านศรีสยาม อะไหล่ เดือน 11/2568,99223.22,,โอน 3/1/69,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2568-12-08,บจก. วีที คัลเลอร์ โปร,17227,IV6812065,โอน 5/3/69,ลงคอมพ์แล้ว,,,
2568-12-17,บจก. วีที คัลเลอร์ โปร,117229.2,IV6812124,โอน 5/3/69,ลงคอมพ์แล้ว,,,
2568-12-22,บจก. วีที คัลเลอร์ โปร,6206,IV6812142,โอน 5/3/69,ลงคอมพ์แล้ว,,,
,ร้านเจ๊แอน,13650,,โอน 3/1/69,,,,
,ร้านจิตต์ อะไหล่ เดือน 12/2568,152088.82,,โอน 18/2/69,,,,
,ร้านศรีสยาม อะไหล่ เดือน 12/2568,85102.32,,โอน 18/2/69,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
,ร้านเจ๊แอน,18560,,โอน 3/2/69,,,,
,ร้านจิตต์ อะไหล่ เดือน 1/2569,169227.75,,โอน 5/3/69,,,,
,ร้านศรีสยาม อะไหล่ เดือน 1/2569,107091.82,,โอน 5/3/69,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
,ร้านเจ๊แอน,71270,,โอน 5/3/69,,,,
,ชื่อร้านค้า,ยอดรวม,เลขที่บิล,หมายเหตุ,,,,
2569-03-06,บจก. วีที คัลเลอร์ โปร,16050,IV6903059,,ลงคอมพ์แล้ว,,,
